,id,ticker,close,dividend,earnings,growth_rev_5y,growth_ear_5y,growth_div_5y,equity_ratio,p/e,profit_return,direct_return,country
1462,1720,DICOT,,0.0,-0.8142,,,,0.8311102196369472,,,,1
1463,1721,MIDS,,0.0,1.1926,,,,0.7810741295986742,,,,1
1464,1722,RAKE,,0.0,1.2968,,,,0.7519428232959751,,,,1
1465,1723,RPLAN,,0.0,-1.4081,,,,0.824171529804085,,,,1
1466,1724,VMP,,0.08,-0.2009,,,,0.838979339994427,,,,3
1467,1725,VIRO,,0.0,0.0,,,,,,,,4
1468,1726,LAVO-ME,,0.0,0.0,,,,,,,,2
1469,1727,SHLF,,0.0,-13.02,,,,0.3592310756257098,,,,2
1470,1728,VNE SDB,,0.0,-27.7586,,,,0.6937689969604863,,,,1
1471,1729,CALMA B,,0.0,-0.5153,,,,0.8129069799661947,,,,1
1472,1730,ODICO,,0.0,0.0,,,,,,,,4
1473,1731,LIFE-ME,,0.0,0.0,,,,,,,,2
1474,1732,OET-ME,,0.0,0.0,,,,,,,,2
1475,1733,SBLK,,0.0,0.0,,,,,,,,2
1476,1734,ALVEGL,,1.1,0.2041,1.1241450128943695,,,0.27924216012536757,,,,1
1477,1735,RISK,,0.0,0.0,,,,,,,,4
1478,1736,ADSC-ME,,0.0,0.0,,,,,,,,2
1479,1737,BRA-ME,,0.0,0.0,,,,,,,,2
1480,1738,HYPE,,0.0,0.0,,,,,,,,4
1481,1739,ASAP,,0.0,-2.7452,,,,0.935352319828854,,,,1
1482,1740,LUMITO MTF,,0.0,-0.1971,,,,0.8932226377871851,,,,1
1483,1741,META MTF,,0.0,-0.1091,,,,0.5964472728183801,,,,1
1484,1742,NIO,,0.0,-0.5104,,,,0.9274723932209833,,,,1
1485,1744,ZICC,,0.0,-0.7618,,,,0.9382088384825967,,,,1
1486,1745,FELLOW,,0.0,0.152,,,,0.1907648593212519,,,,3
1487,1746,STENO,,0.0,-0.4051,,,,0.9429755872869645,,,,4
1488,1747,PLT,,0.0,0.0,,,,,,,,2
1489,1748,ZORDIX MTF B,,0.0,0.1113,,,,0.7513147174283387,,,,1
1490,1749,COMINT,,0.0,0.2259,,,,0.6916859122401847,,,,1
1491,1750,NYF,,0.0,9.6286,,,,0.48313183649971214,,,,1
1492,1751,ADVT MTF,,0.0,-0.6896,,,,0.7749748743718594,,,,1
1493,1752,ALZCUR,,0.0,-0.9528,,,,0.9805998771984423,,,,1
1494,1753,AROS PREF,,8.5,0.0,,,,,,,,1
1495,1754,AXOLOT,,0.0,-0.6861,,,,0.9487927107061505,,,,1
1496,1755,HOODIN,,0.0,-0.3608,,,,0.9202374806401652,,,,1
1497,1756,JETTY,,0.0,-1.8658,,,,0.5623227548953409,,,,1
1498,1757,POLAR,,0.0,-0.8182,,,,0.9195377548090726,,,,1
1499,1758,S2M,,0.0,-0.8995,,,,0.8872860635696822,,,,1
1500,1759,SCOL,,0.0,-0.9427,,,,0.9268554844950825,,,,1
1501,1760,NORDID,,0.0,0.0,,,,,,,,3
1502,1761,OMASP,,0.14,0.6826,,,,0.09961021195946972,,,,3
1503,1762,RUSH,,0.0,0.0,,,,,,,,3
1504,1763,VIAFIN,,0.0,0.0,,,,,,,,3
1505,1764,DJS,,0.0,0.0,,,,,,,,4
1506,1765,SCAPE,,0.0,-0.6761,,,,-0.03053303432810074,,,,4
1507,1766,SLXIT,,0.0,0.0,,,,,,,,4
1508,1767,ZENA-ME,,0.0,0.0,,,,,,,,2
